TERM_REDUCED,SECTION,FREQ
intermetallic system,Description,1
nonorganic compound,Description,2
comprehensive collection,Description,1
partially structure,Description,1
partially,Description,1
computer simulation theoretically structure,Description,3
computer simulation,Description,2
theoretically structure,Description,1
iso structural structure type,Description,3
structure type,Description,1
experimental refinement structure datum,Description,3
experimental refinement,Description,1
structure datum,Description,1
expert evaluation,Description,1
datum mineral group experimental setting,Description,1
datum mineral group,Description,1
mineral group,Description,1
experimental setting,Description,2
setting,Description,3
user friendly interface,Description,1
nist icsd web application,Description,2
material researcher,Description,2
structure standardization,Description,1
standardization,Description,9
calculated powder diffraction datum,Description,1
powder diffraction datum,Description,2
diffraction datum,Description,7
bond distance cell,Description,1
bond distance,Description,2
crystallographic computation,Description,3
law enforcement professional duty,Description,3
law enforcement professional,Description,2
duty,Description,1
fbi,Description,1
badly pristine physical condition,Description,1
badly,Description,3
physical condition,Description,5
fingerprint arrest card,Description,1
fingerprint arrest,Description,1
arrest,Description,1
slap image segmented impression,Description,2
slap image,Description,4
segmented impression,Description,1
finger position thumb slap impression,Description,2
finger position,Description,1
thumb slap impression,Description,1
slap impression,Description,4
finger slap impression,Description,1
slap fingerprint image impression coordinate,Description,4
slap fingerprint image impression,Description,4
slap fingerprint image,Description,2
slap fingerprint,Description,1
ppi inch pixel,Description,2
inch pixel,Description,1
different resolution,Description,3
resolution grayscale,Description,1
grayscale,Description,4
png impression,Description,1
png,Description,1
ppi,Description,1
resolution datum,Description,1
image format record type forthcoming,Description,2
image format,Description,2
record type forthcoming,Description,2
record type,Description,2
forthcoming,Description,2
mugshot identification system testing development,Description,1
mugshot identification system,Description,2
identification system,Description,1
testing development,Description,2
metadata file txt format image,Description,1
metadata file,Description,2
txt format image,Description,1
txt format,Description,1
variable size image total,Description,3
variable size image,Description,1
variable size,Description,1
database file,Description,2
male,Description,3
case individual,Description,2
database profile available view,Description,2
profile available view,Description,2
available view,Description,2
profile view,Description,2
profile front,Description,3
front,Description,9
profile front case,Description,1
single molecular ion quantum state,Title,2
single molecular ion,Title,4
molecular ion,Title,7
quantum state,Title,3
frequency comb,Title,9
measured table transition frequency datum,Title,3
measured table transition frequency,Title,2
table transition frequency,Title,1
manipulation ready molecule,Title,1
destructively non molecular state,Title,2
non molecular state,Title,4
molecular state,Title,1
optical frequency comb,Title,2
terahertz rotational transition,Title,2
terahertz,Title,1
rotational transition,Title,1
single quantum state molecular ion,Title,2
single quantum state,Title,2
generally applicable quantum logic technique,Title,3
quantum logic technique,Title,1
quantum logic,Title,1
logic,Title,2
pi beam sigma intensity ratio,Title,2
pi beam sigma,Title,1
pi beam,Title,1
pi,Title,2
intensity ratio,Title,1
rotational transition frequency measurement,Title,2
rotational transition frequency,Title,1
comb beam intensity,Title,2
comb beam,Title,3
ac stark shift effect,Title,4
ac stark shift,Title,1
sigma comb beam average intensity,Title,2
sigma comb beam,Title,3
average intensity,Title,1
ion rotational spectroscopy experiment ion,Title,2
ion rotational spectroscopy experiment,Title,2
rotational spectroscopy experiment,Title,3
resultant stark shift,Title,6
resultant,Title,1
stark shift,Title,2
raman beam,Title,2
comb pulse train,Title,3
pulse train,Title,2
pulse,Title,3
train,Title,7
probe pulse train,Title,2
probe pulse,Title,1
final initial state projective measurement,Title,2
final initial state,Title,1
projective measurement,Title,1
state occupation probability determined,Title,2
state occupation probability,Title,2
state occupation,Title,1
determined,Title,1
probe time,Title,2
ms,Title,21
resonant value,Title,2
raman difference frequency offset,Title,2
raman difference frequency,Title,2
difference frequency,Title,1
offset,Title,3
ion state,Title,2
comb variable duration pulse train,Title,1
variable duration pulse train,Title,2
variable duration,Title,1
coherently,Title,2
raman resonance pulse detuning set,Title,1
resonance pulse detuning set,Title,1
resonance,Title,4
pulse detuning set,Title,1
b j rabi,Title,2
j rabi,Title,1
rabi,Title,1
rabi spectra trace flopping,Title,1
rabi spectra,Title,1
trace flopping,Title,1
flopping,Title,1
frequency comb center wavelength,Title,2
center wavelength,Title,1
error bar,Title,2
bar,Title,2
frequency comb datum,Title,1
prior multiple encounter,Description,2
multiple encounter,Description,2
encounter,Description,2
deceased person submission,Description,2
deceased person,Description,2
person,Description,3
test corpus,Description,2
inter agency exchange standard,Description,2
agency exchange standard,Description,4
exchange standard,Description,2
image conformance,Description,4
forensic comparison,Description,4
ngi generation identification,Description,6
fbi partner organization,Description,4
partner organization,Description,2
face recognition procedure technique tool,Description,4
face recognition procedure technique,Description,2
face recognition procedure,Description,2
fbi excellence biometric center support,Description,2
mitre mitre corporation meds,Description,2
meds,Description,2
face image conformance,Description,2
component specification,Description,1
scap schema respect valid document,Description,2
scap schema respect,Description,1
scap schema,Description,1
scap,Description,1
respect,Description,4
source datum stream collection,Description,1
source datum stream,Description,1
datum stream,Description,2
scap security content automation protocol,Description,1
scap content development tool,Description,3
scap content development,Description,1
scap content,Description,1
small footprint limited scope,Description,1
small footprint,Description,1
limited scope,Description,2
use easy,Description,1
darwin dita information typing architecture,Description,1
recommendation content requirement,Description,1
content requirement,Description,2
source datum stream component,Description,1
datum stream component,Description,1
scap conformance,Description,2
data dpdk plane development kit,Description,1
traffic generator network forwarder,Description,5
traffic generator,Description,2
traffic,Description,14
network forwarder,Description,2
forwarder,Description,1
vitamin d reference standard,Title,1
reference standard,Title,1
hydroxyvitamin,Title,14
ultraviolet,Title,1
mass spectrometric ms detection,Title,1
ms detection,Title,4
uv absorbance,Title,1
absorbance,Title,6
lc liquid chromatography,Title,2
isomer,Title,1
reference standard purity unrelated solution,Title,3
reference standard purity unrelated,Title,2
reference standard purity,Title,2
nearly parent compound identical,Title,2
parent compound,Title,2
parent,Title,5
ms spectra,Title,1
time area,Title,2
compound solution chromatogram,Title,2
compound solution,Title,1
chromatogram,Title,1
stationary phase pfp pentafluorophenyl,Title,3
stationary phase,Title,2
pfp pentafluorophenyl,Title,3
pentafluorophenyl,Title,1
observable,Title,1
purity evaluation cyanopropyl stationary phase,Title,2
purity evaluation,Title,2
cyanopropyl stationary phase,Title,4
cyanopropyl,Title,1
isomeric product parent,Title,2
isomeric product,Title,4
isomeric product formation rate,Title,2
isomeric product formation,Title,1
nmr spectroscopy,Title,1
nuclear magnetic resonance ms detection,Title,2
nuclear magnetic resonance,Title,1
magnetic resonance,Title,3
spectral information,Title,1
d compound,Title,1
pbs phosphate saline,Title,2
phosphate saline,Title,1
phosphate,Title,9
saline,Title,1
conversion rate,Title,3
bsa bovine serum albumin ethanol,Title,2
bovine serum albumin ethanol,Title,1
bovine serum albumin,Title,1
serum albumin,Title,1
albumin,Title,1
bsa pbs solution,Title,2
bsa pbs,Title,1
ethanol solution twice,Title,4
ethanol solution,Title,2
solution isomerization,Title,1
isomerization,Title,3
clinical measurement calibration implication,Title,2
clinical measurement calibration,Title,1
clinical measurement,Title,3
clinical measurements calibration consideration,Title,1
clinical measurements calibration,Title,1
consideration,Title,1
nanopore polypeptide motion web calculator,Title,2
nanopore polypeptide motion,Title,1
nanopore,Title,3
polypeptide motion,Title,1
web calculator,Title,1
smoluchowski transport equation passage time,Title,2
smoluchowski transport equation,Title,3
transport equation,Title,1
passage time,Title,1
primary sequence nanopore polymer,Title,2
primary sequence nanopore,Title,3
primary sequence,Title,6
average force,Title,4
energy landscape,Title,1
piecewise construction,Title,1
piecewise,Title,1
calculator javascript html,Title,2
javascript html,Title,2
nanopore polypeptide voltage transport,Title,1
nanopore polypeptide,Title,1
polypeptide,Title,1
voltage transport,Title,1
javascript web html ppdiffuse calculator,Title,1
javascript web html,Title,2
web html,Title,2
slab end continuity,Title,1
slab end,Title,1
slab,Title,2
continuity,Title,1
double angle shear tab,Title,3
shear tab,Title,2
tab,Title,5
simple shear connection type,Title,2
simple shear connection,Title,1
shear connection,Title,1
end support condition,Title,1
support condition,Title,2
experimental fire test,Title,1
steel concrete composite floor,Title,1
composite floor,Title,1
beam assembly,Title,1
diameter stud anchor,Title,1
stud anchor,Title,1
stud,Title,1
compositely,Title,1
metal decking,Title,1
decking,Title,1
concrete slab,Title,1
partially composite beam,Title,2
hydraulic actuator gravity load,Title,1
hydraulic actuator,Title,2
gravity load,Title,1
mw,Title,2
test compartment,Title,1
specimen structural failure mode,Title,1
structural failure mode,Title,1
structural failure,Title,1
structural thermal response,Title,3
fire loading characteristic,Title,2
geophysical research letters remote sensing,Title,2
near,Title,6
remote sensing,Title,4
assay forensic dna marker,Title,4
assay,Title,4
forensic dna marker,Title,2
single source sample,Title,1
single source,Title,1
ce profile spreadsheet,Title,1
ce profile,Title,2
information text file,Title,2
snp,Title,3
mitochondrial dna control region sequence,Title,1
mitochondrial dna control region,Title,1
dna control region,Title,1
control region,Title,1
additional information text file,Title,2
dataset educational purpose,Title,2
educational purpose,Title,4
work nist research protections office,Title,2
nist research protections office,Title,2
associated file,Title,2
sha256 file digital signature,Title,1
sha256 file,Title,1
sha256,Title,1
suffix actual data file,Title,5
suffix,Title,2
actual data file,Title,1
actual data,Title,2
forensic dna,Title,1
cost effective community resilience project,Title,4
community resilience project,Title,2
community resilience,Title,2
resilience,Title,13
assist,Title,2
community level resilience planning,Title,4
community level resilience,Title,2
community level,Title,2
platform independent app,Title,3
public work official budget,Title,2
public work official,Title,2
public work,Title,2
budget,Title,6
economic development,Title,4
resilience officer community planner,Title,6
resilience officer,Title,2
officer,Title,2
community planner,Title,4
planner,Title,2
human disruptive event natural technology,Title,4
human disruptive event,Title,2
human,Title,12
disruptive event,Title,2
natural technology,Title,6
withstand,Title,10
community ability,Title,4
investment decision,Title,2
investment,Title,8
economic methodology,Title,2
status quo versus capital investment,Title,2
status quo,Title,8
quo,Title,4
capital investment,Title,2
capital,Title,2
benefit resilience cost,Title,2
resilience cost,Title,4
future relevant present,Title,4
relevant present,Title,4
tool user,Title,1
hazard event benefit co value,Title,2
hazard event,Title,11
hazard,Title,3
benefit co value,Title,6
benefit co,Title,2
community scale resilience,Title,6
community scale,Title,4
cost loss damage saving avoidance,Title,4
loss damage saving avoidance,Title,2
loss damage saving,Title,2
loss,Title,9
damage saving,Title,2
saving,Title,4
avoidance,Title,2
comprehensive planning process,Title,3
planning process,Title,1
edg standalone tool,Title,3
standalone tool,Title,4
economic decision guide software,Title,3
coherent optical clock conversion,Title,1
main result,Title,1
microwave,Title,3
yb optical clock,Title,1
allan deviation,Title,1
relative phase fluctuation,Title,2
relative phase,Title,1
conversion system uncertainty,Title,3
conversion system,Title,2
instability,Title,2
powerful technique,Title,1
tool fingertip,Title,1
fingertip,Title,3
decision support software,Title,2
decision support,Title,1
book chapter,Description,1
book,Description,2
code datum,Description,1
work engineer scientist statistical method,Title,1
engineer scientist statistical method,Title,1
engineer scientist,Title,2
web book,Title,1
available statistician appropriate analysis,Title,1
available statistician,Title,2
statistician,Title,3
appropriate analysis,Title,3
engineer scientist experiment,Title,2
statistical term engineering scientific result,Title,1
statistical term,Title,2
engineering scientific result,Title,1
clearly,Title,1
well assumption statistical procedure,Title,2
assumption statistical procedure,Title,2
statistical procedure,Title,2
statistical information consumer statistical method,Title,1
statistical information consumer,Title,1
statistical information,Title,2
educational tool,Title,1
nist sematech e,Title,1
human ground truth respect,Description,2
human ground truth,Description,5
3d interest point detection algorithms,Description,4
web subjective experiment,Description,6
subjective experiment,Description,3
3d model set,Description,4
3d model,Description,100
human subject 3d interest point,Description,4
human subject,Description,10
3d interest point,Description,8
3d interest,Description,2
model dataset dataset dataset dataset,Description,2
dataset dataset dataset dataset,Description,6
dataset model,Description,16
large set model human subject,Description,2
large set model,Description,10
large set,Description,4
good view problem researcher,Description,2
good view problem,Description,6
good view,Description,3
test object,Description,2
widely 3d shape research,Description,6
3d shape research,Description,4
3d shape,Description,14
standard model,Description,2
3d interest point detection algorithm,Description,12
interest point detection algorithm,Description,2
dataset 3d model interest point,Description,4
dataset 3d model,Description,6
interest point,Description,28
download detail readme,Description,2
download detail,Description,1
lee et al mesh saliency,Description,4
mesh saliency,Description,7
saliency,Description,6
mesh saliency salient point,Description,2
salient point,Description,6
salient point interest point,Description,4
salient,Description,2
volumetric representation,Description,10
watertight dataset model,Description,6
watertight,Description,7
3d sift interest point,Description,4
3d sift,Description,4
sift,Description,8
model interest point,Description,2
3d sift algorithm,Description,2
scale dependent corner,Description,4
sd corner interest point,Description,2
sd corner,Description,2
hks interest point,Description,2
hks,Description,2
hks method interest point,Description,2
hks method,Description,2
3d interest point detection technique,Description,3
3d interest point detection,Description,3
lee et al reference,Description,2
statistical descriptor 3d mesh saliency,Description,3
statistical descriptor,Description,1
descriptor,Description,2
3d mesh saliency,Description,1
3d mesh,Description,1
comput,Description,2
harris operator,Description,2
3d interest point detector,Description,1
salient local 3d,Description,1
local 3d,Description,1
3d shape retrieval,Description,14
shape retrieval,Description,18
image processing,Description,1
scale dependent 3d geometric feature,Description,1
3d geometric feature,Description,2
provably informative concise,Description,1
concise,Description,2
multi heat diffusion scale signature,Description,1
heat diffusion scale signature,Description,2
heat diffusion,Description,2
scale signature,Description,1
corresponding algorithm,Title,2
detail readme,Title,2
track objective,Title,18
track,Title,78
large sale,Title,1
architecture model,Title,1
3d shape database,Title,1
3d shape retrieval approach performance,Title,6
3d shape retrieval approach,Title,6
shape retrieval approach,Title,6
introduction,Title,13
database day 3d model number,Title,2
database day 3d model,Title,1
database day,Title,1
scalable effective 3d search algorithm,Title,1
3d search algorithm,Title,1
3d search,Title,1
important research area,Title,4
research area,Title,3
contest,Title,7
model type 3d shape benchmark,Title,1
model type,Title,3
3d shape benchmark,Title,1
3d model query,Title,1
important date benchmark integration,Title,3
important date benchmark,Title,2
date benchmark,Title,1
newly benchmark,Title,2
newly,Title,1
model type variation,Title,2
semantic query category number,Title,3
semantic query category,Title,2
semantic query,Title,1
shape retrieval contest,Title,10
large scale comprehensive 3d database,Title,4
comprehensive 3d database,Title,1
3d database,Title,1
different 3d shape retrieval approach,Title,3
eitz et al human sketch,Title,1
eitz et al,Title,1
human sketch,Title,8
sketch,Title,46
human sketch recognition,Title,1
human draw sketch,Title,2
human draw,Title,1
draw,Title,1
object category number term,Title,1
object category number,Title,2
object category,Title,2
comprehensive 3d model retrieval algorithm,Title,2
3d model retrieval algorithm,Title,7
3d model retrieval,Title,4
practical performance,Title,1
object categorization retrieval benchmark,Title,1
object categorization,Title,3
categorization,Title,1
retrieval benchmark,Title,3
currently available 3d retrieval benchmark,Title,1
3d retrieval benchmark,Title,1
3d retrieval,Title,1
previously 3d object retrieval benchmark,Title,1
previously,Title,5
3d object retrieval benchmark,Title,1
3d object,Title,11
relevant model,Title,6
class model,Title,2
previous benchmark,Title,2
date mind different goal,Title,4
different goal,Title,1
comprehensive 3d shape retrieval,Title,1
benchmark corpus,Title,1
model voting scheme,Title,5
voting scheme,Title,1
voting,Title,1
classification vote,Title,4
vote,Title,17
classification vote vote classification correct,Title,2
vote classification correct,Title,1
classification correct,Title,3
model et al eitz classification,Title,2
et al eitz classification,Title,5
visual similarity,Title,4
similarity,Title,13
retrieval algorithm comprehensive evaluation,Title,4
retrieval algorithm,Title,9
3d model retrieval technique,Title,1
retrieval technique,Title,2
comprehensive 3d,Title,2
3dor,Title,7
large scale comprehensive 3d,Title,1
3d model dataset watertight query,Title,1
3d model dataset,Title,3
hand standard line drawing,Title,3
hand standard,Title,1
line drawing,Title,2
sketch 3d model retrieval,Title,3
input 2d sketch 3d model,Title,3
input 2d sketch,Title,3
2d sketch,Title,1
sketch shape recognition sketch modeling,Title,2
sketch shape recognition,Title,1
shape recognition,Title,1
sketch modeling,Title,6
user relevant 3d model,Title,3
relevant 3d model,Title,11
query 3d model,Title,9
model query framework,Title,5
research work sketch query framework,Title,4
research work,Title,8
sketch query framework,Title,12
available sketch retrieval algorithm comparison,Title,1
available sketch retrieval algorithm,Title,1
sketch retrieval algorithm,Title,1
current art state retrieval method,Title,1
art state retrieval method,Title,1
art state,Title,9
art,Title,17
retrieval method,Title,1
retrieval result,Title,1
common sketch retrieval benchmark,Title,4
sketch retrieval benchmark,Title,1
challenging research area,Title,4
model query retrieval technique,Title,3
evaluation code,Title,4
2d query set,Title,1
2d query,Title,1
standard line drawing,Title,1
hand sketch,Title,3
3d target,Title,1
sketch 3d,Title,6
ed,Title,6
varied ventilation condition,Title,1
ventilation condition,Title,1
fire clt involvement,Title,1
clt involvement,Title,2
involvement,Title,1
gypsum board effect,Title,3
study clt building element contribution,Title,1
clt building element contribution,Title,3
clt building element,Title,1
clt building,Title,1
x m wide long compartment,Title,1
long compartment,Title,1
clt panel,Title,4
total thickness,Title,1
lumber,Title,1
ply,Title,9
polyurethane adhesive ply,Title,2
polyurethane adhesive,Title,2
polyurethane,Title,1
adhesive,Title,1
m wall w2 rough opening,Title,2
wall w2 rough opening,Title,2
rough opening,Title,1
opening,Title,4
compartment inside,Title,2
inside,Title,1
mm thick type x,Title,1
thick type x,Title,1
multiple layer,Title,1
furnishing real residential content,Title,1
furnishing,Title,1
real residential content,Title,1
residential content,Title,2
fire load density,Title,1
fire load,Title,1
fire test firefighting intervention sprinkler,Title,2
firefighting intervention sprinkler,Title,2
firefighting intervention,Title,1
firefighting,Title,1
intervention,Title,1
degree image,Title,1
test datum excel file,Title,3
laminated timber compartment fire test,Title,1
hospital disinfection mask,Title,1
hospital,Title,2
disinfection mask,Title,2
disinfection,Title,4
n95 mask distribution supply,Title,1
n95 mask,Title,1
distribution supply,Title,1
supply,Title,6
sars virus strain,Title,1
sars virus,Title,2
virus,Title,1
small room shipping container example,Title,1
small room,Title,1
shipping container,Title,1
shipping,Title,1
vaporized vhp hydrogen peroxide,Title,2
vhp hydrogen peroxide,Title,1
hydrogen peroxide,Title,1
peroxide,Title,1
mask disinfection system,Title,1
disinfection system,Title,1
united states multiple location,Title,4
multiple location,Title,1
air change rate,Title,4
air change,Title,2
different surface material,Title,3
surface material,Title,1
enclosure different size,Title,2
different size,Title,4
parameter mask vhp,Title,2
mask vhp,Title,4
vhp,Title,1
spreadsheet tool,Title,2
room air vhp concentration,Title,7
room air,Title,1
vhp concentration,Title,2
air change rate surface,Title,1
vhp loss,Title,1
single zone,Title,1
room size mass balance analysis,Title,1
room size,Title,3
mass balance analysis,Title,1
mass balance,Title,1
vhp disinfection application guidance,Title,5
vhp disinfection application,Title,1
disinfection application,Title,1
room vhp concentration estimate,Title,1
vhp concentration estimate,Title,2
vhp disinfection effort,Title,3
disinfection effort,Title,1
smart manufacturing technology deployment,Title,1
smart manufacturing technology,Title,1
manufacturing technology,Title,2
intensive datum,Title,2
improvement factory maturity,Title,3
improvement factory,Title,2
maturity,Title,10
readiness,Title,5
operational level,Title,2
successful smart factory transformation,Title,3
smart factory transformation,Title,1
factory transformation,Title,1
thing,Title,1
action,Title,5
fdi activity model,Title,2
activity model,Title,2
smsrl improvement factory design,Title,1
improvement factory design,Title,1
control level,Title,4
area site enterprise,Title,1
fdi activity,Title,1
fdi,Title,3
measurement category,Title,4
multiple dimension,Title,1
c3,Title,2
customized factory improvement plan,Title,6
factory improvement plan,Title,1
factory improvement,Title,1
maturity level calculation method,Title,4
maturity level,Title,6
calculation method,Title,1
tool windows microsoft excel,Title,4
windows microsoft excel,Title,4
factory operation management perspective,Description,2
factory operation management,Description,1
factory operation,Description,1
perspective,Description,1
manufacturing enterprise readiness maturity,Description,2
manufacturing enterprise,Description,1
readiness maturity,Description,1
questionnaire tool,Description,1
questionnaire,Description,2
inventory operation,Description,1
maintenance management operation management,Description,1
maintenance management operation,Description,1
maintenance management,Description,1
quality operation management,Description,2
quality operation,Description,1
production operation management,Description,1
operation management,Description,2
mom process,Description,1
operational area evaluation criterion,Description,2
operational area,Description,6
evaluation criterion,Description,1
analysis performance tracking datum collection,Description,1
performance tracking datum collection,Description,1
performance tracking,Description,1
definition management,Description,2
resource management,Description,2
execution management,Description,2
dispatching,Description,2
detailed scheduling,Description,2
scheduling,Description,1
order operational area activity,Description,7
operational area activity,Description,1
ai allen institute,Title,1
open research dataset,Title,4
github repository,Title,2
technology data repository,Title,1
data repository,Title,3
downloadable snapshot,Title,1
snapshot,Title,2
json file,Title,1
original,Title,1
metadata searchable datum,Title,2
searchable datum,Title,1
configurable cdcs data curation system,Title,4
curated archive toolkit,Title,2
nist website information taxonomy,Title,2
nist website information,Title,5
taxonomy,Title,2
beneath subcategorie level,Title,1
subcategorie level,Title,1
subcategorie,Title,3
nist research area level designation,Title,1
nist research area,Title,4
level designation,Title,1
nist website taxonomy,Title,1
instantaneous value,Title,1
minute hour interval,Title,1
minute hour,Title,1
instantaneous datum,Title,1
minute average datum,Title,1
generic 3d model dataset,Title,5
large scale hand sketch query,Title,6
hand sketch query,Title,3
sketch query,Title,3
input relevant 3d model,Title,1
user 3d model,Title,4
2d scene 3d reconstruction,Title,2
2d scene,Title,4
3d reconstruction,Title,2
3d animation production,Title,2
animation production,Title,2
animation,Title,2
recognition sketch modeling related application,Title,6
recognition sketch modeling,Title,2
related application,Title,2
content 3d object retrieval community,Title,2
content 3d object retrieval,Title,3
3d object retrieval,Title,3
sketch 3d shape retrieval,Title,1
attention,Title,4
comprehensive 3d model dataset,Title,2
distinct class,Title,1
benchmark 3d model sketch,Title,1
3d model sketch,Title,2
commonly retrieval performance metric,Title,1
retrieval performance metric,Title,1
retrieval performance,Title,2
evaluation code comparative evaluation result,Title,2
comparative evaluation result,Title,1
evaluation result,Title,2
3d model retrieval community,Title,2
retrieval community,Title,1
research direction progress,Title,2
research direction,Title,2
progress,Title,2
pr precision recall graph,Title,2
extended large scale sketch 3d,Title,2
large scale sketch 3d,Title,4
generic 3d model,Title,1
atom device,Title,2
sample navigation tunneling microscope control,Title,1
sample navigation,Title,1
navigation,Title,1
tunneling microscope control,Title,2
tunneling microscope,Title,5
tunneling,Title,2
probe software,Title,1
typically tunneling microscope,Title,2
nanometer component micron scale range,Title,2
component micron scale range,Title,1
micron scale range,Title,4
micron scale,Title,1
generic 3d,Title,4
google 3d warehouse shape benchmark,Title,2
google 3d warehouse,Title,2
shape benchmark,Title,3
database 3d model number everyday,Title,1
3d model number everyday,Title,2
3d model number,Title,4
everyday,Title,2
3d query model similar,Title,4
3d query model,Title,6
3d query,Title,2
3d repository,Title,2
research important area,Title,8
important area,Title,2
benchmarking,Title,2
3d shape retrieval task description,Title,1
task description,Title,12
dissimilarity matrix database object dissimilarity,Title,4
dissimilarity matrix,Title,16
dissimilarity,Title,8
database object dissimilarity,Title,20
database object,Title,8
generic shape benchmark 3d model,Title,3
generic shape benchmark,Title,2
generic shape,Title,1
web crawler,Title,4
crawler,Title,1
mainly visual similarity truth category,Title,1
mainly visual similarity,Title,2
truth category,Title,1
ground truth database,Title,2
truth database,Title,1
3d shape model,Title,4
shape model,Title,1
google tag person,Title,4
google tag,Title,3
tag,Title,2
benchmark thousand 3d model,Title,2
thousand 3d model,Title,5
3d model file format,Title,12
ascii object file format,Title,8
tier2 second tier tier tier1,Title,6
tier tier1,Title,12
tier1,Title,18
precision recall curve,Title,14
evaluation methodology evaluation measure,Title,10
evaluation methodology,Title,4
evaluation measure,Title,49
generic 3d warehouse track paper,Title,1
eurographics acm siggraph symposium proceeding,Title,5
proceeding,Title,10
probe electrically sample mass spectra,Title,1
electrically sample mass spectra,Title,1
electrically sample,Title,1
electrically,Title,1
energy deficit,Title,1
deficit,Title,1
algorithm assumption,Title,2
peak position change,Title,2
peak position,Title,2
unknown slowly voltage,Title,3
slowly voltage,Title,1
slowly,Title,1
dataset mass spectrum dataset,Title,2
dataset mass spectrum,Title,2
mass spectrum,Title,1
computational speed,Title,1
unknown voltage,Title,2
fft cross correlation method template,Title,5
fft cross correlation method,Title,2
fft,Title,1
cross correlation method,Title,1
correlation method,Title,1
example dataset,Title,2
home page,Title,2
sedcorr,Title,2
best view selection,Title,1
best view,Title,1
automatically 3d model representative view,Title,1
3d model representative view,Title,3
representative view,Title,1
automatic good view selection algorithm,Title,3
good view selection algorithm,Title,1
view selection algorithm,Title,1
view selection,Title,3
view selection error code,Title,2
view selection error,Title,3
preferred viewpoint,Title,1
viewpoint,Title,4
subjective viewpoint,Title,2
user 3d model informative view,Title,2
3d model informative view,Title,6
informative view,Title,1
3d object dataset,Title,1
triangular mesh,Title,7
web interface experiment,Title,2
model initially random pose,Title,2
initially random pose,Title,2
random pose,Title,3
pose,Title,1
user view mouse model,Title,2
view mouse model,Title,3
view mouse,Title,1
submit button good,Title,2
submit button,Title,5
submit,Title,1
button,Title,1
good,Title,5
view human subject point,Title,3
human subject point,Title,2
ascii file,Title,1
viewpoint symmetry set evaluation account,Title,2
viewpoint symmetry set,Title,2
symmetry set,Title,1
symmetry,Title,2
evaluation account,Title,1
account,Title,2
particular view point respect,Title,1
particular view point,Title,2
view point,Title,1
object symmetry,Title,3
fourier mellin image matching technique,Title,5
image matching technique,Title,1
image matching,Title,1
good 3d object view selection,Title,1
3d object view selection,Title,1
3d object retrieval acm workshop,Title,2
acm workshop,Title,1
non rigid 3d object,Title,3
rigid 3d object,Title,6
commonly surrounding,Title,4
surrounding,Title,6
challenging problem,Title,2
non rigid 3d shape,Title,6
rigid 3d shape,Title,4
previous effort,Title,2
rigid 3d model retrieval,Title,4
rigid 3d model,Title,4
non rigid 3d shape retrieval,Title,2
rigid 3d shape retrieval,Title,4
group watertight mesh,Title,1
watertight mesh,Title,1
large scale database,Title,3
code software group example figure,Title,4
code software group example,Title,1
code software group,Title,1
code software,Title,3
class model equal number sure,Title,2
class model equal number,Title,6
model equal number,Title,4
equal number,Title,2
properly model,Title,1
watertight triangle mesh,Title,2
triangle mesh,Title,4
triangle,Title,2
etc princeton shape benchmark shape,Title,1
mcgill database,Title,2
publicly available database,Title,2
permission model,Title,2
permission,Title,3
e precision recall curve,Title,1
non rigid 3d,Title,4
rigid 3d,Title,8
shape retrieval contest objective,Title,9
query range relevant 3d model,Title,6
query range relevant,Title,4
query range,Title,4
arbitrary view direction object scan,Title,3
arbitrary view direction object,Title,6
arbitrary view direction,Title,12
view direction,Title,6
query 3d range,Title,6
3d range,Title,9
real life scenario,Title,3
real life,Title,3
algorithm relevant 3d database,Title,6
relevant 3d database,Title,9
relevant 3d,Title,6
query set response,Title,3
query set,Title,21
query similarity score list,Title,4
query similarity score,Title,8
similarity score,Title,8
score,Title,8
target model similarity score,Title,16
target model,Title,8
query set range image,Title,2
range image,Title,15
range scan,Title,3
range image minolta laser scanner,Title,4
minolta laser scanner,Title,6
triangular mesh scan,Title,3
target database,Title,8
complete 3d model,Title,4
ohbuchi track,Title,1
in3dor,Title,1
range scan retrieval,Title,1
articulated shape benchmark database,Title,2
non rigid 3d model,Title,1
mcgill articulated shape benchmark database,Title,2
minimum number,Title,2
class object maximum number,Title,2
class object,Title,2
test database,Title,4
3d model number day,Title,2
generic 3d dataset 3d model,Title,3
generic 3d dataset,Title,4
3d dataset,Title,2
previous generic 3d benchmark model,Title,1
previous generic 3d benchmark,Title,2
generic 3d benchmark,Title,1
3d benchmark,Title,1
mainly visual similarity object category,Title,1
measure e,Title,1
pr precision recall curve,Title,3
nist research library,Description,2
final nist technical series publication,Description,2
nist technical series publication,Description,1
rf dataset,Title,15
band primary user,Title,4
primary user,Title,4
federal incumbent radar system,Title,3
incumbent radar system,Title,2
radar system,Title,2
similar band cbrs ghz,Title,2
similar band,Title,2
test detection algorithm,Title,3
test detection,Title,2
white gaussian noise waveform,Title,1
white gaussian noise,Title,2
dataset synthetically radar,Title,1
synthetically radar,Title,2
synthetically,Title,14
machine deep learning detection algorithm,Title,1
deep learning detection algorithm,Title,1
deep learning,Title,4
detection algorithm,Title,1
waveform parameter large number dataset,Title,2
waveform parameter large number,Title,2
waveform parameter,Title,1
group multiple file,Title,2
multiple file,Title,2
large size dataset group,Title,1
large size,Title,2
dataset group,Title,4
dataset information,Title,1
dataset metadata,Title,2
radar waveforms ghz data dictionary,Title,2
